Neighborhood,City,State,med_2011,med_2014
Cambridge Heights,Milwaukee,WI,,
Homestead,Portland,OR,,
University Park,Tempe,AZ,,
Westshore,San Mateo,CA,,2726.0
Third Ward,Charlotte,NC,1085.0,1250.0
Fuller Park,Chicago,IL,,
Downtown,Hartford,CT,1350.0,1350.0
New Town,Jacksonville,FL,,
Venetia,Jacksonville,FL,895.0,850.0
Rancho Buena,Tucson,AZ,,
Holly Oaks,Jacksonville,FL,,
South Crichton,Mobile,AL,,
Point Breeze North,Pittsburgh,PA,,
Oak Hills,San Antonio,TX,,
Towne Meadows,Gilbert,AZ,,1350.0
Lake View,Kirkland,WA,,1890.0
South Garden,Richmond,VA,,
Franz Park,Saint Louis,MO,,
NoMa,Washington,DC,,2896.0
Santa Fe Hills,Kansas City,MO,,
Piedmont Heights,Atlanta,GA,1345.0,1335.0
Judiciary Square,Washington,DC,2470.0,2410.0
Beacon Hills and Harbour,Jacksonville,FL,,
Meadows of Candleridge,Fort Worth,TX,,
Clayton-Tamm,Saint Louis,MO,,
Burton Evergreen,Vancouver,WA,,
El G.H.E.K.O.,Tucson,AZ,,
Rattlesnake,Tampa,FL,,
Gateway Center,Sacramento,CA,,1165.0
Maple Grove - Franklin,Boise,ID,,
Bay Meadows,San Mateo,CA,,
Promontory Pointe-Heights,San Antonio,TX,,
Northbrook,Fort Worth,TX,,
Castleberry Hill,Atlanta,GA,,1400.0
Wadeview Park,Orlando,FL,,
Lea Manor,Kansas City,MO,,
Central Park,Vancouver,WA,,
Bon Air,Tampa,FL,1200.0,939.0
Lawsona-Fern Creek,Orlando,FL,1000.0,
Kevanna Park,Vancouver,WA,,
The Dominion,San Antonio,TX,,
Downtown,Santa Ana,CA,,
Remington,Baltimore,MD,,
Prince Tucson,Tucson,AZ,,
Parklane,Baltimore,MD,,
Carrol-South Hilton,Baltimore,MD,,
Firestone-Garden Park,Charlotte,NC,,900.0
Santa Fe,Kansas City,MO,,
South Eola,Orlando,FL,1980.0,1700.0
Civano,Tucson,AZ,,1100.0
Historic Ybor,Tampa,FL,,1095.0
Hannon Park,Mobile,AL,,525.0
O'Hare International Airport,Chicago,IL,,
Lower Rattlesnake,Missoula,MT,,
Red Mountain Ranch,Mesa,AZ,,1600.0
Ledroit Park,Washington,DC,,
Franklintown Road,Baltimore,MD,,
Michigan Oaks,Grand Rapids,MI,,
North Meadows,Milwaukee,WI,,
Bonne Hills,Kansas City,MO,,
Evergreen Park,Palo Alto,CA,,
Capitol View,Atlanta,GA,,
Lake Walker,Baltimore,MD,,
Cortez Hill,San Diego,CA,1695.0,2150.0
Mission Hills,Fremont,CA,,
Hollow Hills,Fort Worth,TX,,
St Anthony East,Minneapolis,MN,,
Near Westside Neighborhood,South Bend,IN,,
Baltimore Highlands,Baltimore,MD,,1100.0
Lloyd,Portland,OR,,1107.0
Tahoe Park South,Sacramento,CA,,899.0
Timberleaf,Orlando,FL,,
Reisterstown Station,Baltimore,MD,,
Libbytown,Portland,ME,,
Chaparral Estates,Gilbert,AZ,,
Fox Canyon,San Diego,CA,,
Nuestro,Mesa,AZ,,
Colonial Heights,Sacramento,CA,,
German Village Commission,Columbus,OH,995.0,
Mountain Island,Charlotte,NC,,1200.0
Five Mile-Prairie,Spokane,WA,,
Southeast,Nashville,TN,,
Fondern-Cherokee Heights,Jackson,MS,,
Swanston Estates,Sacramento,CA,,
Audubon Park,Orlando,FL,,
Sherman Hill,Des Moines,IA,1015.0,
West Downtown,Boise,ID,,
Dolfield,Baltimore,MD,,
Cross Creek,Atlanta,GA,1000.0,1200.0
Castle Rouge,Detroit,MI,,790.0
C.A.N.D.O.,Mesa,AZ,,
San Antonio Creekside,San Antonio,TX,,
Fox Crossing,Chandler,AZ,,
Webster Park North,Lakeland,FL,,
Azalea Homes,Saint Petersburg,FL,,775.0
Riverland Village,Fort Lauderdale,FL,,1650.0
East Terrell Hills,San Antonio,TX,,
Fuller Avenue,Grand Rapids,MI,,
Channel District,Tampa,FL,1595.0,1830.0
Northeast,Tampa,FL,,995.0
West Main Hill,Kalamazoo,MI,,1750.0
Lake Las Vegas,Henderson,NV,1800.0,1675.0
Oxbow,San Antonio,TX,,875.0
Farviews & Pattee Canyon,Missoula,MT,,
Gilbert Ranch,Gilbert,AZ,,
Highland Farms,San Antonio,TX,,
Fairburn Mays,Atlanta,GA,,
Fifeville,Charlottesville,VA,,775.0
Linden Hills and Indian Heights,Kansas City,MO,,
Printers Row,Chicago,IL,1486.0,1695.0
Downtown,West Palm Beach,FL,1250.0,2200.0
New Southwest - Mount Clare,Baltimore,MD,,950.0
West Bluff,Albuquerque,NM,,
Westwood Park,San Francisco,CA,,
Bankhead,Atlanta,GA,,
Alcova Heights,Arlington,VA,,
Peter Howell,Tucson,AZ,,
Western Skies,Gilbert,AZ,,1125.0
Butcher's Hill,Baltimore,MD,,1400.0
Colonial Town Center,Orlando,FL,,
Hillcrest,San Antonio,TX,535.0,
Oak Park Southwest,Kansas City,MO,,
Lavaca,San Antonio,TX,,
Silver Hill,Albuquerque,NM,,700.0
North State,Santa Barbara,CA,,
Barclay,Baltimore,MD,,1100.0
Strawberry Hill,Cambridge,MA,,2275.0
South Hyde Park,Kansas City,MO,,
Melrose,Albany,NY,,
Brewer's Hill,Milwaukee,WI,1496.0,
Chinquapin Park-Belvedere,Baltimore,MD,,
Sunbird,Chandler,AZ,,
Riverfront,Philadelphia,PA,1500.0,1925.0
St. Nicholas,Jacksonville,FL,,
Mark Twain,Albuquerque,NM,,
Port Morris,New York,NY,,1800.0
Mingo Valley,Tulsa,OK,,
Stanford Estates,Kansas City,MO,,800.0
Signal Hill,Orlando,FL,,825.0
Harland Terrace,Atlanta,GA,,
Lake Underhill,Orlando,FL,,
Swansboro,Richmond,VA,,
Lakewood - Balmoral,Chicago,IL,790.0,
Jackson Park Highlands,Chicago,IL,,735.0
Mountain Ranch,Mesa,AZ,,
Carytown,Richmond,VA,,925.0
Longfellow,Kansas City,MO,660.0,
Central Cocoanut,Sarasota,FL,2400.0,
Knoll Ridge,Fort Lauderdale,FL,1150.0,1095.0
Weatherby,Detroit,MI,,
CBD,Kalamazoo,MI,,
Silver Lake,New York,NY,,
Friends of Karl Wyler,El Paso,TX,,
Cabrini,Tucson,AZ,,595.0
McFerrin Park,Nashville,TN,,
Ridgedale Park,Atlanta,GA,,
New Era Park,Sacramento,CA,,750.0
Westcliff,Fort Worth,TX,,2400.0
Clam Bayou,Saint Petersburg,FL,,
North Fairmount,Cincinnati,OH,,
Lake Aire Palm View,Fort Lauderdale,FL,,
Cascade,Seattle,WA,1300.0,1785.0
Oaks,Garland,TX,,
Avalon,Bakersfield,CA,,
Rosemont East,Baltimore,MD,,
Adams Park,Atlanta,GA,,
College Place,Columbia,SC,,
Westside North,Kansas City,MO,,
Pulaski Industrial Area,Baltimore,MD,,
Brookhollow,Columbus,OH,,
North Bellevue,Bellevue,WA,,1700.0
North East,Charlottesville,VA,,
Granville Station,Milwaukee,WI,,
Dunn's Marsh,Town of Madison,WI,,
Loma Vista,Kansas City,MO,,
Highland Oaks,Saint Petersburg,FL,,
Central College,Columbus,OH,935.0,
Central Business District,Buffalo,NY,,
Little Italy,San Diego,CA,1800.0,2500.0
Hollins Market,Baltimore,MD,,1100.0
Melrose Mercy - Pine Acres,Saint Petersburg,FL,,
Callaway-Garrison,Baltimore,MD,,
Vista Meadows,Fort Worth,TX,,
Fairfax,Jacksonville,FL,,
The Ville,Saint Louis,MO,,
Wendell Phillips,Kansas City,MO,,
Morris Hill,Boise,ID,,
El Chaparral Fertile Valley,San Antonio,TX,,
Landings,Fort Lauderdale,FL,,1900.0
Mill Hill,Baltimore,MD,,
Biltmore,Jacksonville,FL,,
Friendship,Pittsburgh,PA,,
Warrenton-Harmitage Hills-Pinehurst,Lexington,KY,,
Gay Street,Baltimore,MD,,
Johnson Village,Charlottesville,VA,,
Pinewood,West Palm Beach,FL,1000.0,1295.0
Atlantic Station,Atlanta,GA,1701.0,2450.0
Oak Meadow,San Antonio,TX,,
Neshota,Mobile,AL,,
San Mateo,Jacksonville,FL,,
Washington Heights,Charlotte,NC,,
Norble and Gregory Ridge,Kansas City,MO,,
Spectrum,Irvine,CA,,1790.0
Lenox,Atlanta,GA,1806.0,
Hickman Mills South,Kansas City,MO,,875.0
Old Saybrook Center,Old Saybrook,CT,,
Holdeman,Tempe,AZ,795.0,
Chestnut,Austin,TX,1200.0,
Columbia-Tusculum,Cincinnati,OH,810.0,
Belle Isle,Miami Beach,FL,,3100.0
Allendale,Jacksonville,FL,,
Redevelopment Area,Naples,FL,,
Elmhurst Park,Oakland,CA,,
Jamestown,Lexington,KY,,
Green Acres,Palo Alto,CA,,3255.0
Windmills West,Chandler,AZ,,
Malba,New York,NY,,
Woodland Heights,Richmond,VA,895.0,
Fitchburg,Oakland,CA,,
Hegenberger,Oakland,CA,,
Jacksonville University,Jacksonville,FL,,
Lakeview,Dayton,OH,,
Greenfield Lakes,Gilbert,AZ,,1250.0
Brownes Addition,Spokane,WA,,
Alexandra Meadows,Fort Worth,TX,,1300.0
Gililland,Tempe,AZ,,
Downtown,Dayton,OH,572.0,
Broad Channel,New York,NY,,2000.0
LaSalle Gardens,Detroit,MI,,
Central Waterfront - Dogpatch,San Francisco,CA,,3795.0
Marshall School,Sacramento,CA,,1050.0
Larsen,Jacksonville,FL,,
Lockwood Tevis,Oakland,CA,,
Mosher,Baltimore,MD,,
Ansley Park,Atlanta,GA,,
Doolen-Fruitvale,Tucson,AZ,,650.0
Harbor Beach,Fort Lauderdale,FL,,4200.0
Park Plaza East,Tulsa,OK,,
Blair Park,San Bernardino,CA,,850.0
Harwood,Baltimore,MD,,
Dixie Hills,Atlanta,GA,,
Elmhurst,Sacramento,CA,,
Colonial Park,Columbia,SC,,
Freret,New Orleans,LA,,
Middle Hill,Pittsburgh,PA,,
Roosevelt Estates,West Palm Beach,FL,,
Highland Park Southern Tip,Richmond,VA,,695.0
Monticello,Fort Worth,TX,,1000.0
North Hyde Park,Kansas City,MO,725.0,775.0
Lindsay Ranch,Gilbert,AZ,,
Howard Park-East Bank,South Bend,IN,,
Rotary Park,Mesa,AZ,,
Grove Park,Baltimore,MD,,
Riverside,Tempe,AZ,659.0,695.0
Riveridge,Vancouver,WA,,
West Riverfront,Tampa,FL,,
Westerly Hills,Charlotte,NC,,800.0
Country Lane Estates,Kansas City,MO,,
Cabrini Green,Chicago,IL,,
Lakewood Terrace,Saint Petersburg,FL,,875.0
Swann Estates,Tampa,FL,,
Bottineau,Minneapolis,MN,,
West Calhoun,Minneapolis,MN,1050.0,1695.0
Royal Terrace,Jacksonville,FL,,
Woodland,Oakland,CA,,
Hills Park,Atlanta,GA,,
Harlan Heights,Tucson,AZ,,
Tampa-Bayshore Gardens,Tampa,FL,1300.0,1275.0
Upper Shockoe Valley,Richmond,VA,,
River West,Chicago,IL,1850.0,2000.0
Woodridge,San Antonio,TX,,
Lawrence Park,Sacramento,CA,,
East Village,San Antonio,TX,,
Brookland Park,Richmond,VA,,
Goss Grove,Boulder,CO,2025.0,1650.0
Jefferson-Monticello Park,San Antonio,TX,,
Pine Ridge,Naples,FL,,2800.0
NTNA - Indian Bend,Tempe,AZ,,
Z'berg Park,Sacramento,CA,,
Biddle Street,Baltimore,MD,,
Mozley Park,Atlanta,GA,,
Southside Park,Sacramento,CA,,1095.0
Woodland Terrace,Tampa,FL,,
Cascade Heights,Atlanta,GA,,
Carol Rae Ranch,Gilbert,AZ,,
Park Village,Gilbert,AZ,,
Downtown,Santa Barbara,CA,,750.0
Peninsula,Long Beach,CA,,
Buckhead Village,Atlanta,GA,950.0,
College HIlls,Glendale,CA,,
Rosemont West,Tucson,AZ,,
Woodland Park,Columbus,OH,,435.0
East Side Commercial Area,Tampa,FL,,
South Old Irving Park,Chicago,IL,,
Madera Parc,Gilbert,AZ,,
Dixie Belle,Orlando,FL,,950.0
North Tamarind,West Palm Beach,FL,,1200.0
Don Scott,Columbus,OH,,
Santa Clara,Dayton,OH,,
Old Town North,Alexandria,VA,,2100.0
Crestline Area,Fort Worth,TX,,
River Gardens,Sacramento,CA,,
Fisher,Mobile,AL,,
Oakwood Gardens,Saint Petersburg,FL,,
Wood Park,Tempe,AZ,,
Eastlake Vistas,Chula Vista,CA,,2100.0
Willow Creek,Fort Worth,TX,,
Amazon,Eugene,OR,,
Poinciana Park,Fort Lauderdale,FL,1485.0,985.0
Hunterwood,Houston,TX,,
Gladstone Park,Chicago,IL,,
Dennison Place,Columbus,OH,,850.0
Belvedere,Columbia,SC,,
South Atlanta,Atlanta,GA,,
Central Hyde Park,Kansas City,MO,,825.0
Lago Estancia,Gilbert,AZ,,
Northwest Community Action,Baltimore,MD,,
McLean Gardens,Washington,DC,2150.0,2220.0
Key Coalition,Kansas City,MO,,
Four by Four,Baltimore,MD,,
Berkeley Place,Fort Worth,TX,,
Progressive North West,West Palm Beach,FL,,950.0
Kiwanis Park,Tempe,AZ,,
Bermuda Riviera,Fort Lauderdale,FL,,2700.0
Royal Harbor,Naples,FL,2100.0,3000.0
San Marcos Country Club,Chandler,AZ,,1079.0
Alta Monte,Albuquerque,NM,,
Monkbridge Gardens,Albuquerque,NM,,
Civic Center,Denver,CO,1745.0,2699.0
Oak Park Southeast,Kansas City,MO,,
South Commons,Chicago,IL,1050.0,1250.0
Villages of Eastridge,Mesa,AZ,,1150.0
Harborview,San Diego,CA,,2675.0
Springfield Lakes,Chandler,AZ,,
Villa Heights,Charlotte,NC,,1000.0
Chimborazo,Richmond,VA,,1050.0
Stablewood-Valley Hi North,San Antonio,TX,,
Piccadilly Square,Nashville,TN,,
Marietta Street Artery,Atlanta,GA,,1240.0
Wilmore,Charlotte,NC,,860.0
Clifton,Jacksonville,FL,,
East Ybor,Tampa,FL,,
Wooster Square,New Haven,CT,,1250.0
Almond Park,Atlanta,GA,,
Main-Starr Hill,Charlottesville,VA,,1150.0
Eastwood Hills West,Kansas City,MO,,
Westport,Baltimore,MD,,
Hitchcock,Santa Barbara,CA,,
Kings Forest,Atlanta,GA,,
Hillen,Baltimore,MD,,
Optimist Park NE,Tempe,AZ,,
Castner Heights,El Paso,TX,,
Wind Drift,Gilbert,AZ,,
Parker Street,Lakeland,FL,,
Maximo,Saint Petersburg,FL,,1100.0
Saint Thomas Square,Tulsa,OK,,
Triangle State,Austin,TX,1344.0,1595.0
Mansion Flats,Sacramento,CA,,695.0
Ben Hill,Atlanta,GA,,
Greenfield Manor,Jacksonville,FL,,
Sunnyside,Wichita,KS,,
Winchester,Baltimore,MD,,
Self Help Neighborhood Council,Kansas City,MO,,
Dorchester,Baltimore,MD,,
Fodor,Columbus,OH,1249.0,
East Pilsen,Chicago,IL,,
Stonegate,Davis,CA,,
Kirkside,Kansas City,MO,,850.0
Loring Heights,Atlanta,GA,980.0,
Knoell East,Chandler,AZ,,
Charles North,Baltimore,MD,,
Cain Road,Olympia,WA,,
Bayway Isles,Saint Petersburg,FL,1950.0,
Governor's Square,Charlotte,NC,,
Eagle Ranch,Fort Worth,TX,,
Central Business District,Mobile,AL,800.0,1050.0
Valentine,Kansas City,MO,,
Marlborough Mesa,Mesa,AZ,,
Seton Hill,Baltimore,MD,,
Hickory Hill,Richmond,VA,,
Lake Davis-Greenwood,Orlando,FL,,
Providence Park,Richmond,VA,,
South Orange,Orlando,FL,,
Five Points,San Antonio,TX,,
Guilbeau Park,San Antonio,TX,,
Stardust Skies Park,Albuquerque,NM,,
Wheatley Heights,San Antonio,TX,,
Westlake,Sacramento,CA,,1545.0
Horsethief Canyon Ranch,Corona,CA,,1795.0
Thirteenth St Heights,Saint Petersburg,FL,,850.0
North Roland Park - Poplar Hill,Baltimore,MD,,
Nineteenth Avenue,San Mateo,CA,,
Polish Hill,Pittsburgh,PA,,
Park East,Boulder,CO,,1950.0
Tiburon,Chandler,AZ,,
Lasalle Park,South Bend,IN,,
Melrose Heights,Columbia,SC,,
Downtown,Tampa,FL,1500.0,
Eastern Hills,Fort Worth,TX,,
Waycroft-Woodlawn,Arlington,VA,,
Tryon Hills,Charlotte,NC,,
Southeast Citizens Committee-Highland Park,San Antonio,TX,,
Baywood,San Mateo,CA,,
Avondale,Tucson,AZ,,600.0
Peterson Park,Chicago,IL,,1800.0
Ravenswood Gardens,Chicago,IL,,1295.0
Fairfax Village,Washington,DC,,
Camp Washington,Cincinnati,OH,,
Mountain View,Tucson,AZ,,
Country Glenn,Tucson,AZ,,895.0
Compton Heights,Saint Louis,MO,,
Hayden Island,Portland,OR,,
Ridgeview,Mesa,AZ,,
Worthington Village North,Columbus,OH,,
Castle Hills Forest,San Antonio,TX,,
Montecito Park,Glendale,CA,,
North Shearer Hills,San Antonio,TX,,
Richmond Grove,Sacramento,CA,,795.0
Milbrook,Columbus,OH,,575.0
Balboa Heights,Tucson,AZ,,
Atlantic Highlands,Jacksonville,FL,,
Huntington Place,San Antonio,TX,,
Farmers Market District,Dallas,TX,,1370.0
Mountain First Avenue,Tucson,AZ,,
Magnolia Heights,Saint Petersburg,FL,,
Pie Allen,Tucson,AZ,,
West Dennis,Dennis,MA,,
Old Southeast,Saint Petersburg,FL,,
Downtown,Bakersfield,CA,,
Hollywood,Portland,OR,,
Robandee South,Kansas City,MO,,
Rosedale,Mobile,AL,,
Royal Oaks,Kansas City,MO,,
Pinehurst,Columbia,SC,,
Ponderosa-Wingate,Charlotte,NC,,
University Heights,Tempe,AZ,,
Rivertown,Detroit,MI,1200.0,
Cottrell Farms,Richmond,VA,,
Santa Rita Ranch,Mesa,AZ,,1275.0
Shamrock Estates,Gilbert,AZ,,
Burton Hill Trinity Trails,Fort Worth,TX,,
Jackson Ward,Richmond,VA,950.0,1050.0
Rural-Geneva,Tempe,AZ,,
Indian Village,Detroit,MI,,
East Central Park,Orlando,FL,,
Brice,Columbus,OH,674.0,
Island Station,Milwaukie,OR,,870.0
Manheim Park,Kansas City,MO,,
Majestic Heights,Boulder,CO,,1495.0
Ocotillo Lakes,Chandler,AZ,,
Stronghold,Washington,DC,,2295.0
Paschal,Fort Worth,TX,,1100.0
Smallwood,Charlotte,NC,,750.0
Broadmor,Tempe,AZ,,
Winston-Govans,Baltimore,MD,,
Irish Hill,Louisville,KY,,
Mary Munford,Richmond,VA,,
Harbordale,Saint Petersburg,FL,,
Cambridge Highlands,Cambridge,MA,,2610.0
Druid Heights,Baltimore,MD,,
Swan Way Park,Tucson,AZ,,
Ford City,Chicago,IL,,
Lesueur Estates,Mesa,AZ,,
South City Farms,Sacramento,CA,,
Leisure Lanes,Tulsa,OK,,
Flushing Meadows Corona Park,New York,NY,,
Minock Park,Detroit,MI,,
Adair Park,Atlanta,GA,,
Keller Park,South Bend,IN,,
Highland Park,Oakland,CA,,
Springs,Chandler,AZ,,1250.0
Easterwood,Baltimore,MD,,
Skyland,Columbia,SC,,
Canton Industrial Area,Baltimore,MD,,
Rillito,Tucson,AZ,,
Kilarney Shores,Jacksonville,FL,615.0,
Casa de Sol,Mesa,AZ,,
Parkview - Woodbrook,Baltimore,MD,,1150.0
Dos Lagos,Corona,CA,,1850.0
Woodland-Normanstone Terrace,Washington,DC,,
Flatirons,Boulder,CO,,1925.0
Hughes Acres,Tempe,AZ,,
Downtown East,Minneapolis,MN,,
East Chastain Park,Atlanta,GA,1000.0,1120.0
Bronx Park,New York,NY,,1010.0
Elm Creek,San Antonio,TX,,
Kendale,Columbus,OH,,
Seaboard Industrial,Orlando,FL,,
Swamp,Jacksonville,FL,,
Campbell Park,Saint Petersburg,FL,,
Waverly,Oakland,CA,,2800.0
Wakefield,Baltimore,MD,,
Franklintown,Baltimore,MD,,
Limerick,Louisville,KY,,
Brandon Forest,Charlotte,NC,,
Signal Butte Ranch,Mesa,AZ,,
Cibola Addition,Albuquerque,NM,,900.0
Raynolds,Albuquerque,NM,,
Northpointe,Mesa,AZ,,
Oak Grove,Richmond,VA,,
Southland Park,West Palm Beach,FL,,
Village North One,San Antonio,TX,619.0,
Tiffany,Saint Louis,MO,,
Grant Park,Tampa,FL,,850.0
Wildwood,Atlanta,GA,,
Lauderdale Isles,Fort Lauderdale,FL,,2495.0
Samos,Tucson,AZ,,900.0
Beachwood,Jacksonville,FL,,
Tuttle,Columbus,OH,895.0,
Sherwood,Mesa,AZ,,
Park Ridge,Jacksonville,FL,,
Milton - Montford,Baltimore,MD,,1000.0
Berkeley Park,Atlanta,GA,,
Blackwell,Richmond,VA,,
Bram's Addition,Town of Madison,WI,,
Penn Quarter,Washington,DC,2450.0,2650.0
Neely Commons,Gilbert,AZ,,
Highland Groves At Morrison Ranch,Gilbert,AZ,,
Old Town Manchester,Richmond,VA,,
Carelton Tract,Sacramento,CA,,700.0
Catalpa Park,Boulder,CO,,
La Madera,Tucson,AZ,,
Coventry Hills,Fort Worth,TX,,
Wilson Park,Baltimore,MD,,
Cluster - McDonough - Guice,Atlanta,GA,,
Chisholm Ridge,Fort Worth,TX,,1300.0
Otterbein,Baltimore,MD,1550.0,
Deerwood Center,Jacksonville,FL,,
Irving,Tulsa,OK,,
North Downtown,Charlottesville,VA,,
Fairmount,Richmond,VA,,
DIA,Denver,CO,,
Old Westport,Kansas City,MO,899.0,
Highland Pines,Tampa,FL,,850.0
Armory Park,Tucson,AZ,,
Lake Horney,Lakeland,FL,,
Brookwood,Atlanta,GA,1077.0,1245.0
Calumet Farms,Milwaukee,WI,,
Valley View,San Bernardino,CA,,
Wesley Heights,Charlotte,NC,,1050.0
Park Central,Orlando,FL,800.0,875.0
Reedy Creek,Richmond,VA,,
Palmetto Park,Saint Petersburg,FL,,850.0
King William,San Antonio,TX,,1450.0
Tempe Gardens,Tempe,AZ,,
Rosemary District,Sarasota,FL,,2700.0
Coquina Sands,Naples,FL,,4000.0
Thorpe-Westwood,Spokane,WA,,
West Village,Detroit,MI,,
Faircrest,Town of Madison,WI,,
Darley Park,Baltimore,MD,,
Coulwood East,Charlotte,NC,,
Oregon Hill,Richmond,VA,,1350.0
Jefferies,Detroit,MI,,
Brentwood-Oak Hills,Fort Worth,TX,,
Union Square,Baltimore,MD,,1200.0
Arbor at Sonoma Ranch,San Antonio,TX,,
Brookhill,Charlotte,NC,,
Lewis Mountain,Charlottesville,VA,,
Eastlake Trails,Chula Vista,CA,,2799.0
Bay Village,Boston,MA,2450.0,2300.0
Park Club,Columbus,OH,,
Fairmount,Wichita,KS,,
Ashview Heights,Atlanta,GA,,850.0
Oak Haven,Jacksonville,FL,,
Ashland Ridge,Kansas City,MO,,
Hamlet,Fort Worth,TX,,
Broadway Central,Albuquerque,NM,,900.0
Patterson Place,Baltimore,MD,,1399.0
Pinewood Park,West Palm Beach,FL,,
Flamingo Park,West Palm Beach,FL,,
Calico Ridge,Henderson,NV,,1695.0
Gateway Ranch,Gilbert,AZ,,
Neely Farms,Gilbert,AZ,,
Washington Park,Atlanta,GA,,
Cookes Meadow,Fort Worth,TX,,
Peachtree Park,Atlanta,GA,1220.0,
Colonialtown South,Orlando,FL,,
Campbell-Grant,Tucson,AZ,,
Northwest,Tucson,AZ,,
Oakmont,Glendale,CA,,
Sunrise Intracoastal,Fort Lauderdale,FL,,2300.0
Rolling Hills,Jackson,MS,,
Lake Euclid,Saint Petersburg,FL,,
Lakewood,Atlanta,GA,,
Mitman,Tucson,AZ,,
Westminster Heights,Saint Petersburg,FL,,850.0
Oakenshawe,Baltimore,MD,,
Union Hill,Richmond,VA,644.0,825.0
Girdwood,Anchorage,AK,,
Greektown,Chicago,IL,,2000.0
McKinley Heights,Saint Louis,MO,,
The Villages at East Lake,Atlanta,GA,,
Columbus Square,Saint Louis,MO,,
Rose Hill,Charlottesville,VA,,
Port Royal,Naples,FL,,
Optimist Park,Charlotte,NC,,1144.0
Iuka Ravine,Columbus,OH,,800.0
San Miguel Ranch,Chula Vista,CA,,
Mount Holly,Baltimore,MD,,
Pleasant Valley,Mobile,AL,,
Saybrook Manor,Old Saybrook,CT,,
Rosemont Homeowners-Tenants,Baltimore,MD,,1200.0
West Shore Palms,Tampa,FL,,
City Center District,Dallas,TX,,1560.0
Gould Park,Columbus,OH,,
The Vineyards at Heritage,Fort Worth,TX,,1325.0
Riverside,Atlanta,GA,1350.0,750.0
Royal Palms,Mesa,AZ,,
Butchertown,Louisville,KY,,1100.0
Spencer Lakes,West Palm Beach,FL,,
Carpenter-Ridgeway,Town of Madison,WI,,
Northeast,Alexandria,VA,1965.0,
Croatan Beach,Virginia Beach,VA,,
Southgate,Fort Worth,TX,,1145.0
Carroll Heights,Atlanta,GA,,
Poynter Crossing,Fort Worth,TX,,1195.0
Edgewood,Lakeland,FL,,
Pineloch,Orlando,FL,,900.0
Dillard Park,Fort Lauderdale,FL,1575.0,
Gaslamp Quarter,San Diego,CA,1995.0,2550.0
Northcrest,Fort Wayne,IN,,
Cameron Village,Baltimore,MD,,
Palestine West and Oak Park Northeast,Kansas City,MO,,
Lido Key,Sarasota,FL,3800.0,3800.0
FNW,South Bend,IN,,
Concerned Citizens of Forest Park,Baltimore,MD,,
Chippenham Forest,Richmond,VA,,
Plaza Westport,Kansas City,MO,1300.0,1195.0
Crosswinds Colony,Saint Petersburg,FL,753.0,737.0
Garden City,Jacksonville,FL,,
Maple-Ash,Tempe,AZ,,
Good Hope,Washington,DC,,
Carillon,Saint Petersburg,FL,1390.0,1580.0
Fox Run,Fort Worth,TX,,
Woodlawn Oaks,Saint Petersburg,FL,,
Cherokee Park,Nashville,TN,,
Metro Center,Sacramento,CA,,
Maywood,Arlington,VA,,
Country Club Plaza,Kansas City,MO,,1850.0
Marlborough East,Kansas City,MO,,
Alkali Flat,Sacramento,CA,,950.0
Shady Banks,Fort Lauderdale,FL,,1850.0
Stonecreek,Gilbert,AZ,,
Netherwood Park,Albuquerque,NM,,
Shady Canyon,Irvine,CA,,
Candle Ridge West,Fort Worth,TX,,1250.0
Silverwood,Charlotte,NC,,
River Run,Fort Lauderdale,FL,,
Pioneer Square,Seattle,WA,,
Lake Point Condominiums,Garland,TX,505.0,
Arsenal Hill,Columbia,SC,,
Capitol Neighbors,Jackson,MS,,
Stuart,Kalamazoo,MI,,
Hudson Manor,Tempe,AZ,725.0,
Pumpkin Hill,Jacksonville,FL,,1352.0
Mockingbird Hill,San Antonio,TX,,
Marine Creek,Fort Worth,TX,,1325.0
Las Olas Isles,Fort Lauderdale,FL,1950.0,5500.0
North Orange,Orlando,FL,,1485.0
Reston Heights,Town of Madison,WI,,
Lauderdale West,Fort Lauderdale,FL,1600.0,
Greenmount West,Baltimore,MD,,
Revolution Park,Charlotte,NC,,
Forest Crest,San Antonio,TX,,2350.0
Rancho Encantado,San Diego,CA,,
Abell,Baltimore,MD,,
Easton,Columbus,OH,,
South Poinsettia,Sarasota,FL,,
Gold Coast,Detroit,MI,,
Eastridge Estates,Bakersfield,CA,,975.0
UNITE,South Bend,IN,,
Gateway,Austin,TX,978.0,
Oldham Farms,Kansas City,MO,,
South Lake Worth,Fort Worth,TX,,
Near East Side,Fort Worth,TX,,
MacArthur Park,San Antonio,TX,,
Ridgestone,San Antonio,TX,,
Blandtown,Atlanta,GA,,1241.0
Perkins,Saint Petersburg,FL,,
Clayton Heights-Lomas del Cielo,Albuquerque,NM,1099.0,
Woodbourne-McCabe,Baltimore,MD,,
Southern Manor I and II,Mesa,AZ,,
The Woodlands,Nashville,TN,,
Ivanhoe Northeast,Kansas City,MO,,
Fitzsimons,Aurora,CO,1350.0,
Thunderbird Heights-Wilmot Desert Estates,Tucson,AZ,,
Baseline-Hardy,Tempe,AZ,758.0,
Woodlake,Sacramento,CA,,
Northwood Shores,West Palm Beach,FL,,2000.0
The Vineyard,San Antonio,TX,,
Southern Barton Heights,Richmond,VA,,875.0
Chinatown,Washington,DC,,2390.0
Wildwood,Charlotte,NC,,
